# x,y,a,r,L,detection_count
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000
75.817260,59.251167,2.676807,1.251759,1.000000,-105174.446594,1.000000
80.844171,112.881846,1.059081,2.445883,1.000000,-105177.129949,1.000000
114.107445,44.644727,1.569910,2.624911,1.000000,-105180.364821,1.000000
168.863785,170.999603,1.508638,1.488839,1.000000,-105172.453626,1.000000
54.227816,98.181727,1.418293,1.774453,1.000000,-105173.661568,1.000000
80.993279,53.465272,1.245464,2.116916,1.000000,-105177.756054,1.000000
66.592933,64.184847,3.699662,1.225186,1.000000,-105176.570976,1.000000
104.527474,137.387417,1.246559,3.166811,1.000000,-105175.233563,1.000000
76.299692,76.969044,1.945661,1.913671,1.000000,-105177.450488,1.000000
68.870002,94.684675,1.892034,1.607930,1.000000,-105175.290717,1.000000
12.265858,53.131256,4.738753,8.923560,2.000000,-104554.672306,1.000000
116.532697,15.973414,5.541747,1.554524,1.000000,-105172.450513,1.000000
80.990348,171.898214,1.035415,5.053409,1.000000,-105172.389911,1.000000
171.678826,92.742706,1.725817,2.754309,1.000000,-105183.253929,1.000000
48.031924,37.645979,2.020895,2.360985,1.000000,-105173.435591,1.000000
73.435251,73.050716,11.030023,1.110897,1.000000,-105217.425293,1.000000
116.591981,77.372429,1.801336,1.369420,1.000000,-105179.673570,1.000000
155.454498,127.670383,1.170862,1.603798,1.000000,-105173.847549,1.000000
13.517570,60.381112,7.189289,9.196704,2.000000,-103182.414565,1.000000
16.621698,76.274502,6.575071,6.705913,2.000000,-103196.083919,1.000000
65.447732,72.612876,1.157483,2.706794,1.000000,-105174.551256,1.000000
145.658097,71.804136,2.059725,3.853980,1.000000,-105172.897077,1.000000
14.086227,75.614481,8.504217,7.589437,2.000000,-102713.232539,1.000000
16.147385,89.672018,2.225857,8.733415,2.000000,-104849.356053,1.000000
178.410301,87.119857,1.073673,2.895884,1.000000,-105181.767375,1.000000
75.098957,45.777248,2.369198,1.138873,1.000000,-105164.849937,1.000000
116.837408,96.967326,3.237575,3.303806,1.000000,-105071.792720,1.000000
117.992358,95.794976,3.284261,4.134327,1.000000,-105118.175501,1.000000
32.382852,70.454843,5.027125,9.245047,1.000000,-104453.477523,1.000000
58.942332,21.839865,2.730793,1.801170,1.000000,-105162.009473,1.000000
132.243442,45.057920,1.768226,1.559832,1.000000,-105175.140478,1.000000
97.431394,110.961883,1.244996,2.229993,1.000000,-105167.541146,1.000000
101.453613,56.038903,3.302380,2.682996,1.000000,-105153.931153,1.000000
117.073180,92.651404,1.310242,8.913200,1.000000,-105146.326130,1.000000
146.876727,77.737652,1.298771,3.483114,1.000000,-105170.787232,1.000000
21.522879,70.684850,5.466537,7.978034,1.000000,-102876.913616,1.000000
138.757394,68.848826,1.839296,1.712354,1.000000,-105180.049598,1.000000
110.323348,152.933780,2.041994,9.370187,1.000000,-105157.554737,1.000000
197.846548,164.929175,1.333755,3.603282,1.000000,-105174.896201,1.000000
107.125623,95.614871,2.943989,4.243371,1.000000,-105144.550694,1.000000
171.475368,14.792296,7.210667,1.103968,1.000000,-105187.620099,1.000000
100.791643,128.530380,2.313635,3.411434,1.000000,-105170.137335,1.000000
27.859478,63.639071,4.461739,9.459258,1.000000,-103894.446789,1.000000
182.650381,99.096385,6.060365,1.289015,1.000000,-105209.575059,1.000000
179.858434,57.347963,7.628854,1.769582,1.000000,-105213.664241,1.000000
75.699551,114.538381,2.144051,1.564215,1.000000,-105176.203372,2.000000
61.645171,97.225396,1.168085,1.675188,1.000000,-105175.907597,2.000000
10.605419,71.409018,8.737204,9.043075,1.000000,-102349.800571,2.000000
25.829554,33.298735,2.432293,1.200464,1.000000,-105175.255949,2.000000
141.242947,78.252846,2.019295,4.316669,1.000000,-105181.057787,2.000000
95.055154,51.608662,1.889092,2.902744,1.000000,-105147.649225,2.000000
51.120035,87.857470,1.167443,4.832698,1.000000,-105156.110272,2.000000
196.229853,65.472822,1.481998,2.216303,1.000000,-105182.632209,2.000000
1.180465,68.921825,5.932274,9.929731,1.000000,-103721.936925,2.000000
30.012741,111.253886,6.030962,7.042573,1.000000,-103301.198816,2.000000
102.183901,47.120264,1.841507,4.948296,1.000000,-105180.640259,2.000000
100.519618,130.857976,2.048869,2.159807,1.000000,-105164.527138,2.000000
14.110277,66.627336,5.825353,7.627670,2.000000,-102699.257460,2.000000
5.563128,62.119809,8.192666,9.195019,1.000000,-103845.775918,2.000000
185.586841,55.525626,5.249696,1.819449,1.000000,-105223.213829,2.000000
147.175671,21.890761,1.343018,2.394073,1.000000,-105176.125284,2.000000
13.892291,72.421640,8.424828,8.968997,2.000000,-102033.370230,2.000000
176.298618,35.027681,1.256879,3.549497,1.000000,-105190.745175,2.000000
15.821056,57.249242,5.220504,7.632350,2.000000,-104057.977072,2.000000
74.892153,94.357045,1.470177,2.817759,1.000000,-105179.273209,2.000000
13.005034,55.592383,5.416739,8.631597,2.000000,-104218.414802,2.000000
63.348431,46.790093,1.060986,1.565004,1.000000,-105174.675554,2.000000
27.973044,67.173617,5.983254,8.544399,1.000000,-103793.500689,2.000000
180.611352,148.732791,1.264394,1.900564,1.000000,-105174.479560,3.000000
169.654977,141.433981,1.216898,3.549700,1.000000,-105178.671073,3.000000
54.021063,44.543098,1.247493,1.434133,1.000000,-105171.727193,3.000000
149.717643,48.858045,1.031688,2.247937,1.000000,-105173.754827,3.000000
159.457409,51.139706,1.774186,1.272195,1.000000,-105175.120310,3.000000
149.791673,23.678041,3.682564,1.251932,1.000000,-105176.118685,3.000000
106.353357,38.765719,2.152074,3.021450,1.000000,-105161.430181,3.000000
101.667537,58.619315,1.448331,4.071409,1.000000,-105156.028088,3.000000
127.708372,63.643712,2.098070,1.136786,1.000000,-105180.030784,3.000000
16.933135,64.179352,6.250080,8.578839,2.000000,-102583.663950,3.000000
27.002713,70.154282,5.454781,8.093196,1.000000,-103678.218656,3.000000
82.054089,47.044365,1.470187,5.251443,1.000000,-105166.896256,3.000000
96.206548,55.566207,4.830342,3.325883,1.000000,-105167.495589,3.000000
181.608900,77.687679,1.179820,2.178180,1.000000,-105176.453605,3.000000
90.955637,50.991232,2.684238,5.400613,1.000000,-105141.452060,3.000000
104.846603,30.208070,1.170067,7.334744,1.000000,-105180.712030,3.000000
112.695385,34.088837,6.597699,1.134875,1.000000,-105182.201857,3.000000
23.169981,69.912773,6.169469,8.580242,1.000000,-102818.516112,3.000000
1.893305,75.643073,7.258693,9.236001,1.000000,-104096.200417,3.000000
174.139320,116.930580,3.077500,1.523809,1.000000,-105184.886519,3.000000
147.972005,44.209390,1.026463,4.585101,1.000000,-105181.688191,3.000000
76.378944,19.261812,1.404560,4.643804,1.000000,-105176.446253,3.000000
43.051727,53.170906,1.288095,5.072010,1.000000,-105170.377771,4.000000
29.188330,60.723739,6.282014,9.674102,1.000000,-104473.122088,4.000000
138.318070,105.421213,1.304809,2.485629,1.000000,-105175.158979,4.000000
45.833833,99.803378,1.352693,7.356098,1.000000,-105137.028689,4.000000
84.172786,63.587907,2.845594,1.169976,1.000000,-105180.573762,4.000000
29.655577,65.516352,4.656213,8.756195,1.000000,-104146.886625,4.000000
185.285916,136.369617,5.575712,1.639015,1.000000,-105193.637311,4.000000
